Npedido;Fecha;Sucursal;Vendedor;Tipo;Categoria; Precio ; Costo ;Propina
1326;27/4/2019;9;Natalia;Comida;Cervezas;$ 110,00;$ 21,30;12%
1326;8/3/2018;9;Natalia;Bebida;Postres;$ 80,00;$ 31,50;12%
1326;8/10/2019;9;Natalia;Bebida;Ensaladas;$ 150,00;$ 68,00;12%
1326;27/2/2018;9;Natalia;Bebida;Ensaladas;$ 150,00;$ 69,72;12%
1326;10/9/2019;9;Natalia;Bebida;Entradas;$ 105,00;$ 63,18;12%
1326;6/5/2018;9;Natalia;Bebida;Entradas;$ 105,00;$ 56,98;12%
1326;14/2/2019;9;Natalia;Bebida;Pizzas;$ 250,00;$ 81,90;12%
1326;29/10/2018;9;Natalia;Bebida;Pastas;$ 220,00;$ 53,13;12%
1326;17/1/2019;9;Natalia;Bebida;Pastas;$ 220,00;$ 54,60;12%
1327;19/1/2018;4;Maria;Comida;Gaseosa;$ 90,00;$ 20,00;15%
1327;1/7/2018;4;Maria;Comida;Gaseosa;$ 90,00;$ 14,60;15%
1327;30/11/2018;4;Maria;Comida;Cervezas;$ 110,00;$ 24,90;15%
1327;20/8/2019;4;Maria;Comida;Cervezas;$ 110,00;$ 32,40;15%
1327;21/5/2019;4;Maria;Comida;Vinos;$ 100,00;$ 397,85;15%
1327;20/2/2018;4;Maria;Bebida;Pastas;$ 220,00;$ 121,80;15%
1327;28/1/2018;4;Maria;Bebida;Pastas;$ 220,00;$ 145,96;15%
1327;18/11/2019;4;Maria;Bebida;Pizzas;$ 250,00;$ 105,30;15%
1327;10/1/2018;4;Maria;Bebida;Pizzas;$ 250,00;$ 112,05;15%
1327;20/7/2018;4;Maria;Bebida;Entradas;$ 105,00;$ 53,76;15%
1327;27/12/2018;4;Maria;Bebida;Ensaladas;$ 150,00;$ 63,00;15%
1327;10/7/2019;4;Maria;Bebida;Postres;$ 80,00;$ 32,40;15%
1327;27/5/2018;4;Maria;Bebida;Postres;$ 80,00;$ 32,40;15%
1328;4/3/2018;5;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,50;15%
1328;11/10/2018;5;Fabricio;Comida;Gaseosa;$ 90,00;$ 17,75;15%
1328;3/12/2018;5;Fabricio;Comida;Gaseosa;$ 90,00;$ 14,60;15%
1328;28/1/2018;5;Fabricio;Comida;Cervezas;$ 110,00;$ 21,90;15%
1328;28/11/2018;5;Fabricio;Bebida;Pastas;$ 220,00;$ 54,60;15%
1328;6/9/2018;5;Fabricio;Bebida;Entradas;$ 105,00;$ 63,20;15%
1328;10/9/2019;5;Fabricio;Bebida;Postres;$ 80,00;$ 39,00;15%
1328;25/4/2018;5;Fabricio;Bebida;Postres;$ 80,00;$ 32,40;15%
1329;10/9/2019;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 18,50;15%
1329;5/11/2018;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 12,60;15%
1329;12/5/2018;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 12,60;15%
1329;11/6/2018;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 17,75;15%
1329;16/5/2018;5;Joaquin;Comida;Cervezas;$ 110,00;$ 21,25;15%
1329;28/4/2019;5;Joaquin;Comida;Cervezas;$ 110,00;$ 21,90;15%
1329;1/3/2019;5;Joaquin;Comida;Cervezas;$ 110,00;$ 18,00;15%
1329;4/9/2019;5;Joaquin;Comida;Cervezas;$ 110,00;$ 18,00;15%
1329;1/5/2019;5;Joaquin;Comida;Cervezas;$ 110,00;$ 21,30;15%
1329;11/3/2018;5;Joaquin;Bebida;Pastas;$ 220,00;$ 90,00;15%
1329;29/6/2019;5;Joaquin;Bebida;Pizzas;$ 250,00;$ 105,30;15%
1329;22/10/2018;5;Joaquin;Bebida;Entradas;$ 105,00;$ 58,50;15%
1329;16/4/2018;5;Joaquin;Bebida;Entradas;$ 105,00;$ 63,20;15%
1329;17/5/2019;5;Joaquin;Bebida;Entradas;$ 105,00;$ 63,18;15%
1329;5/6/2019;5;Joaquin;Bebida;Ensaladas;$ 150,00;$ 75,65;15%
1329;17/3/2019;5;Joaquin;Bebida;Postres;$ 80,00;$ 33,60;15%
1329;13/6/2019;5;Joaquin;Bebida;Postres;$ 80,00;$ 33,60;15%
1329;10/7/2018;5;Joaquin;Bebida;Chatarra;$ 70,00;$ 66,36;15%
1330;30/10/2018;2;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;5%
1330;4/7/2018;2;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;5%
1330;31/1/2019;2;Rodrigo;Comida;Cervezas;$ 110,00;$ 24,90;5%
1330;8/10/2018;2;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 75,65;5%
1330;15/10/2018;2;Rodrigo;Bebida;Entradas;$ 105,00;$ 56,25;5%
1330;6/6/2019;2;Rodrigo;Bebida;Pizzas;$ 250,00;$ 91,25;5%
1330;14/4/2018;2;Rodrigo;Bebida;Pastas;$ 220,00;$ 54,75;5%
1331;27/10/2019;6;Javier;Comida;Gaseosa;$ 90,00;$ 12,60;14%
1331;2/7/2019;6;Javier;Comida;Gaseosa;$ 90,00;$ 18,25;14%
1331;1/10/2019;6;Javier;Comida;Gaseosa;$ 90,00;$ 21,60;14%
1331;5/10/2019;6;Javier;Comida;Gaseosa;$ 90,00;$ 21,60;14%
1331;10/12/2018;6;Javier;Comida;Cervezas;$ 110,00;$ 21,25;14%
1331;11/4/2019;6;Javier;Comida;Cervezas;$ 110,00;$ 21,30;14%
1331;1/10/2019;6;Javier;Bebida;Postres;$ 80,00;$ 31,50;14%
1331;30/10/2019;6;Javier;Bebida;Ensaladas;$ 150,00;$ 63,00;14%
1331;13/8/2018;6;Javier;Bebida;Entradas;$ 105,00;$ 63,18;14%
1331;20/12/2018;6;Javier;Bebida;Entradas;$ 105,00;$ 63,20;14%
1331;21/7/2019;6;Javier;Bebida;Pizzas;$ 250,00;$ 88,56;14%
1331;20/9/2018;6;Javier;Bebida;Pastas;$ 220,00;$ 132,84;14%
1332;3/4/2019;11;Miriam;Comida;Gaseosa;$ 90,00;$ 16,00;15%
1332;12/7/2019;11;Miriam;Comida;Gaseosa;$ 90,00;$ 18,00;15%
1332;27/10/2019;11;Miriam;Comida;Gaseosa;$ 90,00;$ 20,00;15%
1332;29/1/2018;11;Miriam;Comida;Gaseosa;$ 90,00;$ 12,60;15%
1332;28/2/2018;11;Miriam;Comida;Gaseosa;$ 90,00;$ 14,60;15%
1332;9/3/2018;11;Miriam;Comida;Cervezas;$ 110,00;$ 24,90;15%
1332;20/5/2019;11;Miriam;Comida;Cervezas;$ 110,00;$ 21,30;15%
1332;5/5/2018;11;Miriam;Bebida;Pastas;$ 220,00;$ 54,60;15%
1332;10/4/2018;11;Miriam;Bebida;Entradas;$ 105,00;$ 52,56;15%
1332;24/2/2018;11;Miriam;Bebida;Entradas;$ 105,00;$ 63,18;15%
1332;28/4/2018;11;Miriam;Bebida;Ensaladas;$ 150,00;$ 56,58;15%
1333;3/11/2019;17;Andres;Comida;Gaseosa;$ 90,00;$ 16,00;12%
1333;18/4/2019;17;Andres;Comida;Gaseosa;$ 90,00;$ 18,25;12%
1333;10/6/2019;17;Andres;Comida;Cervezas;$ 110,00;$ 21,25;12%
1333;30/11/2018;17;Andres;Comida;Cervezas;$ 110,00;$ 21,90;12%
1333;25/9/2018;17;Andres;Comida;Cervezas;$ 110,00;$ 18,00;12%
1333;31/7/2018;17;Andres;Comida;Cervezas;$ 110,00;$ 18,00;12%
1333;27/6/2019;17;Andres;Comida;Cervezas;$ 110,00;$ 32,40;12%
1333;1/8/2019;17;Andres;Comida;Vinos;$ 100,00;$ 256,61;12%
1333;28/12/2018;17;Andres;Bebida;Ensaladas;$ 150,00;$ 75,65;12%
1333;28/10/2018;17;Andres;Bebida;Ensaladas;$ 150,00;$ 75,65;12%
1333;23/3/2019;17;Andres;Bebida;Entradas;$ 105,00;$ 52,56;12%
1333;20/8/2019;17;Andres;Bebida;Pizzas;$ 250,00;$ 73,50;12%
1333;3/4/2019;17;Andres;Bebida;Pastas;$ 220,00;$ 121,80;12%
1333;18/11/2019;17;Andres;Bebida;Pastas;$ 220,00;$ 121,80;12%
1334;12/8/2019;10;Maria;Comida;Gaseosa;$ 90,00;$ 16,00;15%
1334;13/10/2018;10;Maria;Comida;Gaseosa;$ 90,00;$ 18,00;15%
1334;4/3/2019;10;Maria;Comida;Gaseosa;$ 90,00;$ 14,60;15%
1334;19/3/2019;10;Maria;Comida;Cervezas;$ 110,00;$ 24,90;15%
1334;16/8/2018;10;Maria;Comida;Cervezas;$ 110,00;$ 24,90;15%
1334;8/8/2019;10;Maria;Comida;Cervezas;$ 110,00;$ 23,70;15%
1334;6/8/2018;10;Maria;Comida;Cervezas;$ 110,00;$ 21,30;15%
1334;15/2/2018;10;Maria;Bebida;Pastas;$ 220,00;$ 54,60;15%
1334;25/8/2018;10;Maria;Bebida;Pizzas;$ 250,00;$ 81,90;15%
1334;12/3/2019;10;Maria;Bebida;Pizzas;$ 250,00;$ 73,50;15%
1334;8/7/2019;10;Maria;Bebida;Pizzas;$ 250,00;$ 94,30;15%
1334;27/4/2018;10;Maria;Bebida;Entradas;$ 105,00;$ 42,40;15%
1334;13/6/2019;10;Maria;Bebida;Postres;$ 80,00;$ 33,60;15%
1334;12/1/2018;10;Maria;Bebida;Postres;$ 80,00;$ 32,40;15%
1334;21/1/2018;10;Maria;Bebida;Chatarra;$ 70,00;$ 60,75;15%
1335;29/10/2019;16;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,00;11%
1335;28/6/2018;16;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,50;11%
1335;18/11/2019;16;Fabricio;Comida;Cervezas;$ 110,00;$ 21,90;11%
1335;3/6/2018;16;Fabricio;Bebida;Ensaladas;$ 150,00;$ 54,60;11%
1335;30/1/2019;16;Fabricio;Bebida;Entradas;$ 105,00;$ 56,98;11%
1335;24/1/2018;16;Fabricio;Bebida;Pizzas;$ 250,00;$ 112,05;11%
1335;17/3/2019;16;Fabricio;Bebida;Pastas;$ 220,00;$ 121,80;11%
1336;20/10/2018;9;Agustin;Comida;Gaseosa;$ 90,00;$ 16,00;5%
1336;28/2/2019;9;Agustin;Comida;Gaseosa;$ 90,00;$ 21,60;5%
1336;22/12/2018;9;Agustin;Comida;Cervezas;$ 110,00;$ 24,90;5%
1336;9/4/2019;9;Agustin;Comida;Cervezas;$ 110,00;$ 32,40;5%
1336;3/10/2018;9;Agustin;Bebida;Ensaladas;$ 150,00;$ 69,72;5%
1336;15/11/2018;9;Agustin;Bebida;Pastas;$ 220,00;$ 121,80;5%
1337;12/3/2019;9;Miriam;Comida;Gaseosa;$ 90,00;$ 18,00;13%
1337;22/11/2018;9;Miriam;Comida;Gaseosa;$ 90,00;$ 17,75;13%
1337;21/8/2018;9;Miriam;Comida;Gaseosa;$ 90,00;$ 17,75;13%
1337;10/7/2019;9;Miriam;Comida;Gaseosa;$ 90,00;$ 18,25;13%
1337;9/8/2019;9;Miriam;Comida;Gaseosa;$ 90,00;$ 21,60;13%
1337;1/5/2018;9;Miriam;Comida;Gaseosa;$ 90,00;$ 14,60;13%
1337;26/11/2018;9;Miriam;Comida;Gaseosa;$ 90,00;$ 14,60;13%
1337;24/5/2018;9;Miriam;Comida;Cervezas;$ 110,00;$ 18,00;13%
1337;8/8/2019;9;Miriam;Comida;Cervezas;$ 110,00;$ 32,40;13%
1337;10/1/2018;9;Miriam;Bebida;Chatarra;$ 70,00;$ 60,75;13%
1337;28/11/2018;9;Miriam;Bebida;Postres;$ 80,00;$ 39,00;13%
1337;21/8/2018;9;Miriam;Bebida;Ensaladas;$ 150,00;$ 68,00;13%
1337;12/7/2019;9;Miriam;Bebida;Pastas;$ 220,00;$ 95,85;13%
1337;13/4/2018;9;Miriam;Bebida;Pastas;$ 220,00;$ 121,80;13%
1337;31/3/2019;9;Miriam;Bebida;Pastas;$ 220,00;$ 54,60;13%
1338;8/7/2018;13;Agustin;Comida;Gaseosa;$ 90,00;$ 18,50;5%
1338;25/4/2018;13;Agustin;Comida;Cervezas;$ 110,00;$ 24,90;5%
1338;11/1/2018;13;Agustin;Bebida;Chatarra;$ 70,00;$ 60,75;5%
1338;26/8/2018;13;Agustin;Bebida;Chatarra;$ 70,00;$ 60,75;5%
1338;21/9/2018;13;Agustin;Bebida;Ensaladas;$ 150,00;$ 56,58;5%
1338;23/1/2018;13;Agustin;Bebida;Entradas;$ 105,00;$ 63,18;5%
1338;25/1/2018;13;Agustin;Bebida;Pastas;$ 220,00;$ 121,80;5%
1339;12/10/2019;9;Maria;Comida;Cervezas;$ 110,00;$ 21,25;5%
1339;18/2/2019;9;Maria;Comida;Cervezas;$ 110,00;$ 21,90;5%
1339;23/3/2019;9;Maria;Bebida;Pizzas;$ 250,00;$ 112,05;5%
1340;15/12/2018;14;Andres;Comida;Cervezas;$ 110,00;$ 23,70;13%
1340;19/9/2018;14;Andres;Comida;Cervezas;$ 110,00;$ 21,30;13%
1340;17/10/2018;14;Andres;Bebida;Postres;$ 80,00;$ 32,40;13%
1340;24/10/2018;14;Andres;Bebida;Ensaladas;$ 150,00;$ 63,00;13%
1340;7/1/2018;14;Andres;Bebida;Ensaladas;$ 150,00;$ 68,00;13%
1340;21/7/2018;14;Andres;Bebida;Pizzas;$ 250,00;$ 73,50;13%
1340;12/6/2018;14;Andres;Bebida;Pastas;$ 220,00;$ 54,75;13%
1341;14/2/2019;14;Andres;Comida;Gaseosa;$ 90,00;$ 20,00;9%
1341;5/5/2018;14;Andres;Comida;Gaseosa;$ 90,00;$ 12,60;9%
1341;18/4/2018;14;Andres;Comida;Vinos;$ 100,00;$ 536,25;9%
1341;25/1/2019;14;Andres;Comida;Vinos;$ 100,00;$ 256,61;9%
1341;11/2/2018;14;Andres;Comida;Vinos;$ 100,00;$ 553,34;9%
1341;9/8/2018;14;Andres;Comida;Vinos;$ 100,00;$ 501,16;9%
1341;17/7/2018;14;Andres;Bebida;Ensaladas;$ 150,00;$ 56,58;9%
1341;9/2/2018;14;Andres;Bebida;Entradas;$ 105,00;$ 63,18;9%
1341;30/5/2019;14;Andres;Bebida;Entradas;$ 105,00;$ 63,18;9%
1341;29/11/2018;14;Andres;Bebida;Entradas;$ 105,00;$ 56,25;9%
1341;8/3/2018;14;Andres;Bebida;Pizzas;$ 250,00;$ 94,30;9%
1341;20/3/2018;14;Andres;Bebida;Pastas;$ 220,00;$ 150,48;9%
1342;13/7/2018;6;Andres;Comida;Gaseosa;$ 90,00;$ 20,00;16%
1342;13/2/2019;6;Andres;Comida;Gaseosa;$ 90,00;$ 16,00;16%
1342;7/2/2019;6;Andres;Comida;Gaseosa;$ 90,00;$ 14,60;16%
1342;11/7/2019;6;Andres;Comida;Cervezas;$ 110,00;$ 24,90;16%
1342;21/7/2018;6;Andres;Comida;Cervezas;$ 110,00;$ 23,70;16%
1342;3/7/2019;6;Andres;Comida;Cervezas;$ 110,00;$ 23,70;16%
1342;23/12/2018;6;Andres;Bebida;Chatarra;$ 70,00;$ 60,75;16%
1342;6/11/2019;6;Andres;Bebida;Entradas;$ 105,00;$ 53,76;16%
1342;3/2/2018;6;Andres;Bebida;Entradas;$ 105,00;$ 63,20;16%
1342;28/11/2019;6;Andres;Bebida;Pizzas;$ 250,00;$ 94,30;16%
1342;21/6/2018;6;Andres;Bebida;Pizzas;$ 250,00;$ 105,00;16%
1342;12/8/2018;6;Andres;Bebida;Pastas;$ 220,00;$ 132,84;16%
1342;25/5/2018;6;Andres;Bebida;Pastas;$ 220,00;$ 95,85;16%
1342;25/11/2018;6;Andres;Bebida;Pastas;$ 220,00;$ 121,80;16%
1343;18/5/2019;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;10%
1343;15/1/2019;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 17,75;10%
1343;14/1/2018;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 12,60;10%
1343;23/9/2019;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 12,60;10%
1343;17/11/2019;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 12,60;10%
1343;22/5/2019;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;10%
1343;11/9/2018;16;Rodrigo;Comida;Cervezas;$ 110,00;$ 18,00;10%
1343;24/3/2019;16;Rodrigo;Comida;Cervezas;$ 110,00;$ 18,00;10%
1343;15/10/2018;16;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;10%
1343;20/6/2019;16;Rodrigo;Bebida;Chatarra;$ 70,00;$ 60,06;10%
1343;6/4/2019;16;Rodrigo;Bebida;Chatarra;$ 70,00;$ 66,36;10%
1343;28/11/2018;16;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 56,58;10%
1343;5/12/2018;16;Rodrigo;Bebida;Entradas;$ 105,00;$ 56,98;10%
1343;19/10/2018;16;Rodrigo;Bebida;Entradas;$ 105,00;$ 56,25;10%
1343;26/1/2019;16;Rodrigo;Bebida;Pizzas;$ 250,00;$ 94,30;10%
1343;29/6/2019;16;Rodrigo;Bebida;Pizzas;$ 250,00;$ 81,90;10%
1343;10/7/2018;16;Rodrigo;Bebida;Pizzas;$ 250,00;$ 112,05;10%
1343;27/9/2018;16;Rodrigo;Bebida;Pastas;$ 220,00;$ 53,13;10%
1344;17/10/2018;7;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;6%
1344;16/7/2018;7;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;6%
1344;14/1/2019;7;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;6%
1344;17/6/2019;7;Rodrigo;Comida;Gaseosa;$ 90,00;$ 16,00;6%
1344;18/7/2018;7;Rodrigo;Comida;Gaseosa;$ 90,00;$ 21,60;6%
1344;4/6/2019;7;Rodrigo;Comida;Gaseosa;$ 90,00;$ 21,60;6%
1344;31/1/2018;7;Rodrigo;Comida;Gaseosa;$ 90,00;$ 21,60;6%
1344;12/10/2018;7;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;6%
1344;10/5/2019;7;Rodrigo;Comida;Cervezas;$ 110,00;$ 24,90;6%
1344;1/10/2019;7;Rodrigo;Comida;Cervezas;$ 110,00;$ 32,40;6%
1344;9/7/2019;7;Rodrigo;Comida;Cervezas;$ 110,00;$ 32,40;6%
1344;3/9/2019;7;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 63,00;6%
1344;30/9/2019;7;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 56,58;6%
1344;24/11/2018;7;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,88;6%
1344;22/6/2019;7;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,88;6%
1344;19/8/2018;7;Rodrigo;Bebida;Entradas;$ 105,00;$ 63,20;6%
1344;16/3/2018;7;Rodrigo;Bebida;Pizzas;$ 250,00;$ 73,50;6%
1344;22/11/2019;7;Rodrigo;Bebida;Pizzas;$ 250,00;$ 94,30;6%
1344;3/5/2018;7;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;6%
1344;27/2/2018;7;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;6%
1344;3/11/2019;7;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;6%
1345;15/12/2018;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;6%
1345;16/3/2018;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;6%
1345;21/8/2019;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 16,00;6%
1345;7/10/2018;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 16,00;6%
1345;14/1/2019;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;6%
1345;7/5/2018;1;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;6%
1345;19/10/2018;1;Rodrigo;Comida;Cervezas;$ 110,00;$ 32,40;6%
1345;13/9/2018;1;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;6%
1345;3/8/2018;1;Rodrigo;Bebida;Postres;$ 80,00;$ 31,50;6%
1345;25/7/2018;1;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,88;6%
1345;12/10/2018;1;Rodrigo;Bebida;Entradas;$ 105,00;$ 63,20;6%
1345;23/10/2018;1;Rodrigo;Bebida;Entradas;$ 105,00;$ 42,40;6%
1345;2/6/2019;1;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;6%
1345;10/10/2019;1;Rodrigo;Bebida;Pastas;$ 220,00;$ 150,48;6%
1345;9/4/2018;1;Rodrigo;Bebida;Pastas;$ 220,00;$ 145,96;6%
1346;24/2/2018;17;Natalia;Comida;Cervezas;$ 110,00;$ 21,25;8%
1346;9/3/2018;17;Natalia;Bebida;Chatarra;$ 70,00;$ 60,06;8%
1346;2/1/2019;17;Natalia;Bebida;Postres;$ 80,00;$ 33,60;8%
1347;28/7/2019;5;Andres;Comida;Gaseosa;$ 90,00;$ 17,75;13%
1347;5/8/2019;5;Andres;Comida;Gaseosa;$ 90,00;$ 16,00;13%
1347;13/8/2019;5;Andres;Comida;Cervezas;$ 110,00;$ 32,40;13%
1347;2/2/2018;5;Andres;Bebida;Entradas;$ 105,00;$ 63,18;13%
1347;4/9/2019;5;Andres;Bebida;Entradas;$ 105,00;$ 52,56;13%
1348;18/12/2018;3;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;15%
1348;2/10/2019;3;Rodrigo;Comida;Cervezas;$ 110,00;$ 24,90;15%
1348;25/12/2018;3;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;15%
1348;25/5/2019;3;Rodrigo;Bebida;Pastas;$ 220,00;$ 55,61;15%
1348;24/5/2018;3;Rodrigo;Bebida;Pizzas;$ 250,00;$ 112,05;15%
1348;15/9/2018;3;Rodrigo;Bebida;Pizzas;$ 250,00;$ 91,25;15%
1348;21/10/2018;3;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 56,58;15%
1348;27/7/2019;3;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,00;15%
1348;30/6/2018;3;Rodrigo;Bebida;Postres;$ 80,00;$ 31,50;15%
1349;21/9/2018;10;Miriam;Comida;Gaseosa;$ 90,00;$ 18,25;15%
1349;14/8/2019;10;Miriam;Comida;Gaseosa;$ 90,00;$ 18,00;15%
1349;15/4/2019;10;Miriam;Comida;Cervezas;$ 110,00;$ 24,90;15%
1349;6/9/2018;10;Miriam;Comida;Cervezas;$ 110,00;$ 21,30;15%
1349;11/1/2018;10;Miriam;Bebida;Pastas;$ 220,00;$ 145,96;15%
1349;4/12/2019;10;Miriam;Bebida;Entradas;$ 105,00;$ 58,50;15%
1349;8/9/2019;10;Miriam;Bebida;Ensaladas;$ 150,00;$ 56,58;15%
1349;15/6/2018;10;Miriam;Bebida;Postres;$ 80,00;$ 31,50;15%
1349;17/8/2018;10;Miriam;Bebida;Postres;$ 80,00;$ 39,00;15%
1349;2/7/2018;10;Miriam;Bebida;Chatarra;$ 70,00;$ 66,36;15%
1350;19/6/2018;2;Miriam;Comida;Gaseosa;$ 90,00;$ 18,50;16%
1350;4/4/2018;2;Miriam;Comida;Gaseosa;$ 90,00;$ 21,60;16%
1350;6/8/2018;2;Miriam;Comida;Gaseosa;$ 90,00;$ 14,60;16%
1350;27/3/2019;2;Miriam;Comida;Cervezas;$ 110,00;$ 21,25;16%
1350;29/5/2019;2;Miriam;Comida;Cervezas;$ 110,00;$ 21,90;16%
1350;23/9/2018;2;Miriam;Comida;Cervezas;$ 110,00;$ 21,90;16%
1350;30/6/2019;2;Miriam;Comida;Cervezas;$ 110,00;$ 32,40;16%
1350;1/7/2019;2;Miriam;Bebida;Chatarra;$ 70,00;$ 60,75;16%
1350;9/3/2019;2;Miriam;Bebida;Chatarra;$ 70,00;$ 60,75;16%
1350;1/8/2019;2;Miriam;Bebida;Ensaladas;$ 150,00;$ 68,88;16%
1350;16/7/2019;2;Miriam;Bebida;Entradas;$ 105,00;$ 56,98;16%
1350;6/2/2019;2;Miriam;Bebida;Entradas;$ 105,00;$ 42,40;16%
1350;6/7/2019;2;Miriam;Bebida;Pastas;$ 220,00;$ 54,60;16%
1351;8/4/2019;8;Andres;Comida;Gaseosa;$ 90,00;$ 20,00;12%
1351;3/12/2019;8;Andres;Bebida;Ensaladas;$ 150,00;$ 75,65;12%
1352;14/7/2018;7;Agustin;Comida;Gaseosa;$ 90,00;$ 12,60;8%
1352;12/12/2018;7;Agustin;Comida;Gaseosa;$ 90,00;$ 12,60;8%
1352;30/3/2018;7;Agustin;Comida;Gaseosa;$ 90,00;$ 21,60;8%
1352;26/2/2019;7;Agustin;Comida;Cervezas;$ 110,00;$ 21,25;8%
1352;17/8/2018;7;Agustin;Comida;Cervezas;$ 110,00;$ 18,00;8%
1352;4/5/2018;7;Agustin;Comida;Cervezas;$ 110,00;$ 18,00;8%
1352;15/2/2019;7;Agustin;Comida;Cervezas;$ 110,00;$ 21,30;8%
1352;16/5/2019;7;Agustin;Bebida;Postres;$ 80,00;$ 32,40;8%
1352;14/1/2019;7;Agustin;Bebida;Postres;$ 80,00;$ 31,50;8%
1352;19/6/2018;7;Agustin;Bebida;Ensaladas;$ 150,00;$ 63,00;8%
1352;9/5/2018;7;Agustin;Bebida;Ensaladas;$ 150,00;$ 54,60;8%
1352;19/5/2019;7;Agustin;Bebida;Entradas;$ 105,00;$ 56,98;8%
1352;21/8/2019;7;Agustin;Bebida;Pastas;$ 220,00;$ 132,84;8%
1352;7/9/2018;7;Agustin;Bebida;Pastas;$ 220,00;$ 150,48;8%
1352;6/12/2018;7;Agustin;Bebida;Pastas;$ 220,00;$ 95,85;8%
1352;4/4/2019;7;Agustin;Bebida;Pastas;$ 220,00;$ 145,96;8%
1353;10/9/2018;17;Fabricio;Comida;Gaseosa;$ 90,00;$ 20,00;5%
1353;24/5/2019;17;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,50;5%
1353;8/11/2018;17;Fabricio;Comida;Gaseosa;$ 90,00;$ 16,00;5%
1353;4/9/2019;17;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,25;5%
1353;19/6/2018;17;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,25;5%
1353;10/6/2018;17;Fabricio;Comida;Cervezas;$ 110,00;$ 24,90;5%
1353;17/8/2019;17;Fabricio;Comida;Cervezas;$ 110,00;$ 21,90;5%
1353;28/2/2019;17;Fabricio;Comida;Cervezas;$ 110,00;$ 23,70;5%
1353;29/10/2018;17;Fabricio;Comida;Cervezas;$ 110,00;$ 18,00;5%
1353;23/7/2018;17;Fabricio;Bebida;Ensaladas;$ 150,00;$ 68,00;5%
1353;11/8/2018;17;Fabricio;Bebida;Ensaladas;$ 150,00;$ 69,72;5%
1353;2/2/2018;17;Fabricio;Bebida;Ensaladas;$ 150,00;$ 75,65;5%
1353;9/12/2019;17;Fabricio;Bebida;Ensaladas;$ 150,00;$ 75,65;5%
1353;2/6/2019;17;Fabricio;Bebida;Entradas;$ 105,00;$ 53,76;5%
1353;10/4/2018;17;Fabricio;Bebida;Entradas;$ 105,00;$ 56,25;5%
1353;4/10/2019;17;Fabricio;Bebida;Pizzas;$ 250,00;$ 95,45;5%
1353;26/8/2018;17;Fabricio;Bebida;Pizzas;$ 250,00;$ 81,90;5%
1354;10/4/2019;9;Andres;Comida;Gaseosa;$ 90,00;$ 20,00;10%
1354;24/4/2019;9;Andres;Comida;Gaseosa;$ 90,00;$ 18,50;10%
1354;18/6/2019;9;Andres;Comida;Gaseosa;$ 90,00;$ 17,75;10%
1354;2/10/2019;9;Andres;Comida;Gaseosa;$ 90,00;$ 21,60;10%
